,Element-type,Size,Shape,Data-type
AwakeEventData/TT41.BTV.412350/Acquisition/nbAcq,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/nbDataSets,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/nbGates,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/observables,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet1,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet2,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/planeSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/planeSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/positionSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/positionSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet1,Dataset,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet2,Dataset,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet1,Dataset,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet2,Dataset,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/propType,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/rightBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/rightTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/saturationThreshold,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelectStr,Dataset,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_max,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/superCycleNb,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/tgSet1,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/tgSet2,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelection,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelectionNumber,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/videoGain,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image,Group,,,
AwakeEventData/TT41.BTV.412350/Image/acqCounter,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/acqDesc,Dataset,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412350/Image/acqMsg,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412350/Image/acqState,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/acqTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412350/Image/acqTimeInCycle,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/amplitudeSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/amplitudeSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/beamID,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/cameraOffset,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/cameraOffset_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/cameraOffset_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/cameraSwitch,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/cameraZoom,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/cycleTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412350/Image/descSet1,Dataset,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412350/Image/descSet2,Dataset,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412350/Image/deviceName,Dataset,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412350/Image/filterSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/filterSelectStr,Dataset,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412350/Image/filterSelect_max,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/filterSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/firstLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/firstLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/firstLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1,Dataset,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1_unit,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2,Dataset,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2_unit,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412350/Image/imageSet,Dataset,120000,"(1, 120000)",int16
AwakeEventData/TT41.BTV.412350/Image/leftBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Image/leftTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Image/mire,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/nbAcq,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/nbDataSets,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/nbImages,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/observables,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/offsetCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Image/offsetCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Image/pixelCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Image/pixelCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Image/planeSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/planeSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/positionSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/positionSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/propType,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/rightBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Image/rightTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Image/saturationThreshold,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/screenSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/screenSelectStr,Dataset,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412350/Image/screenSelect_max,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/screenSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/secondLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/secondLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/secondLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/sigmaSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/sigmaSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/superCycleNb,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/userImageSelection,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BTV.412350/Image/userImageSelectionNumber,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/videoGain,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350.STREAK,Group,,,
AwakeEventData/TT41.BTV.412350.STREAK/StreakImage,Dataset,1,(),|S105
AwakeEventData/TT41.BTV.412353,Group,,,
AwakeEventData/TT41.BTV.412353/Acquisition,Group,,,
AwakeEventData/TT41.BTV.412353/Acquisition/acqCounter,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/acqDesc,Dataset,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412353/Acquisition/acqMsg,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412353/Acquisition/acqState,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/acqTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412353/Acquisition/acqTimeInCycle,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/beamID,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/cameraSwitch,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/cameraZoom,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/cycleTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412353/Acquisition/descSet1,Dataset,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412353/Acquisition/descSet2,Dataset,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412353/Acquisition/deviceName,Dataset,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelectStr,Dataset,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_max,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/leftBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/leftTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/mire,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/nbAcq,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/nbDataSets,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/nbGates,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/observables,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet1,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet2,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/planeSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/planeSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/positionSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/positionSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet1,Dataset,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet2,Dataset,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet1,Dataset,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet2,Dataset,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/propType,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/rightBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/rightTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/saturationThreshold,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelectStr,Dataset,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_max,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/superCycleNb,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/tgSet1,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/tgSet2,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelection,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelectionNumber,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/videoGain,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image,Group,,,
AwakeEventData/TT41.BTV.412353/Image/acqCounter,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/acqDesc,Dataset,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412353/Image/acqMsg,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412353/Image/acqState,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/acqTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412353/Image/acqTimeInCycle,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/amplitudeSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/amplitudeSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/beamID,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/cameraOffset,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/cameraOffset_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/cameraOffset_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/cameraSwitch,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/cameraZoom,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/cycleTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412353/Image/descSet1,Dataset,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412353/Image/descSet2,Dataset,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412353/Image/deviceName,Dataset,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412353/Image/filterSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/filterSelectStr,Dataset,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412353/Image/filterSelect_max,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/filterSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/firstLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/firstLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/firstLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1,Dataset,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1_unit,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2,Dataset,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2_unit,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412353/Image/imageSet,Dataset,120000,"(1, 120000)",int16
AwakeEventData/TT41.BTV.412353/Image/leftBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Image/leftTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Image/mire,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/nbAcq,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/nbDataSets,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/nbImages,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/observables,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/offsetCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Image/offsetCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Image/pixelCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Image/pixelCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Image/planeSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/planeSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/positionSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/positionSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/propType,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/rightBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Image/rightTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Image/saturationThreshold,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/screenSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/screenSelectStr,Dataset,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412353/Image/screenSelect_max,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/screenSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/secondLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/secondLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/secondLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/sigmaSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/sigmaSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/superCycleNb,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/userImageSelection,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BTV.412353/Image/userImageSelectionNumber,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/videoGain,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426,Group,,,
AwakeEventData/TT41.BTV.412426/Acquisition,Group,,,
AwakeEventData/TT41.BTV.412426/Acquisition/acqCounter,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/acqDesc,Dataset,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412426/Acquisition/acqMsg,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412426/Acquisition/acqState,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/acqTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412426/Acquisition/acqTimeInCycle,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/beamID,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/cameraSwitch,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/cameraZoom,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/cycleTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412426/Acquisition/descSet1,Dataset,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412426/Acquisition/descSet2,Dataset,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412426/Acquisition/deviceName,Dataset,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelectStr,Dataset,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_max,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/leftBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/leftTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/mire,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/nbAcq,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/nbDataSets,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/nbGates,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/observables,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet1,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet2,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/planeSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/planeSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/positionSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/positionSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet1,Dataset,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet2,Dataset,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet1,Dataset,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet2,Dataset,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/propType,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/rightBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/rightTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/saturationThreshold,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelectStr,Dataset,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_max,Dataset,1,"(1,)",int32
